Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Project 1,Project 2,Project 3,Project 4
2444,91,24,15,59,87,67,Data Science,Cybersecurity,Web Development,Robotics
2445,29,69,36,16,35,60,Data Science,Machine Learning,Machine Learning,Machine Learning
2446,95,97,66,55,46,16,Robotics,Machine Learning,Game Development,Game Development
2447,37,8,39,22,99,8,Robotics,Data Science,Machine Learning,Web Development
2448,47,28,54,9,46,58,Web Development,Machine Learning,Machine Learning,Robotics
2449,24,89,10,18,99,65,Web Development,Robotics,Machine Learning,AI
2450,83,15,83,81,5,58,Data Science,Web Development,Web Development,Game Development
2451,84,61,5,45,59,66,Cybersecurity,Machine Learning,Machine Learning,Web Development
2452,94,84,64,69,45,81,Web Development,Robotics,Machine Learning,AI
2453,51,83,19,54,50,85,Game Development,AI,Cybersecurity,Data Science
2454,74,39,7,34,72,53,AI,Cybersecurity,Machine Learning,Web Development
2455,51,5,40,9,83,75,Data Science,AI,Robotics,Robotics
2456,85,66,70,27,78,37,Cybersecurity,Web Development,Robotics,Cybersecurity
2457,26,9,56,17,29,5,AI,Robotics,Robotics,Machine Learning
2458,69,79,10,37,84,47,AI,Cybersecurity,Game Development,Robotics
2459,82,76,65,71,24,45,Web Development,Web Development,Cybersecurity,Game Development
2460,30,12,78,57,9,89,Robotics,Web Development,AI,Robotics
2461,51,18,47,65,10,23,Cybersecurity,Data Science,Robotics,Robotics
2462,34,95,63,60,43,10,Data Science,Machine Learning,Data Science,Cybersecurity
2463,62,71,91,38,72,59,Cybersecurity,Data Science,Robotics,Web Development
2464,32,45,27,87,58,24,Cybersecurity,Robotics,AI,Robotics
2465,11,13,68,14,70,86,Robotics,Robotics,Robotics,Machine Learning
2466,69,19,55,39,85,85,Machine Learning,Machine Learning,Robotics,Machine Learning
2467,64,25,34,71,64,83,Cybersecurity,Machine Learning,AI,AI
2468,70,51,39,77,88,8,AI,Web Development,AI,Machine Learning
2469,12,5,15,94,58,21,Web Development,Web Development,Cybersecurity,Data Science
2470,71,90,55,95,75,33,Data Science,AI,Robotics,Data Science
2471,49,49,14,10,54,21,Data Science,AI,Cybersecurity,Game Development
2472,67,86,27,7,89,61,Data Science,Cybersecurity,AI,Web Development
2473,65,5,91,18,13,80,Cybersecurity,Web Development,Game Development,Game Development
2474,39,98,37,86,44,20,Machine Learning,AI,Machine Learning,Data Science
2475,6,9,52,36,31,92,Robotics,Robotics,Data Science,Machine Learning
2476,29,34,30,44,82,26,Machine Learning,AI,AI,Data Science
2477,69,11,16,58,36,63,Data Science,Game Development,Web Development,Game Development
2478,56,26,54,77,55,50,Robotics,Data Science,Machine Learning,Game Development
2479,9,8,14,52,100,65,Game Development,AI,Game Development,Web Development
2480,26,91,83,65,64,58,Web Development,Data Science,Machine Learning,Machine Learning
2481,95,31,66,30,7,23,Machine Learning,Cybersecurity,Robotics,Web Development
2482,28,56,98,83,7,13,Web Development,Game Development,Game Development,Robotics
2483,14,53,97,84,86,21,Cybersecurity,Cybersecurity,AI,Cybersecurity
2484,27,46,100,85,64,17,Web Development,Web Development,Data Science,Web Development
2485,57,91,21,83,48,69,Data Science,AI,Cybersecurity,Data Science
2486,14,26,57,74,86,36,Machine Learning,Game Development,Machine Learning,Machine Learning
2487,23,59,10,22,40,18,AI,Machine Learning,Machine Learning,AI
2488,33,28,63,59,70,89,AI,Web Development,Game Development,Robotics
2489,73,56,35,57,18,21,Web Development,Cybersecurity,Machine Learning,Data Science
2490,5,84,62,84,49,18,AI,Machine Learning,Robotics,Game Development
2491,42,7,7,61,73,24,AI,Robotics,Robotics,Robotics
2492,89,86,27,81,69,11,Machine Learning,Machine Learning,Machine Learning,Data Science
2493,14,22,70,41,14,47,Robotics,Data Science,Machine Learning,Machine Learning
2494,64,72,17,18,69,15,Robotics,Cybersecurity,Web Development,Machine Learning
2495,52,86,67,55,46,69,Robotics,AI,AI,Game Development
2496,86,99,91,23,30,84,AI,Data Science,Game Development,AI
2497,22,9,49,79,90,86,Machine Learning,Robotics,Game Development,Game Development
2498,36,7,36,97,6,32,Game Development,AI,Data Science,Cybersecurity
2499,92,53,55,71,50,11,Web Development,Robotics,Data Science,Data Science
2500,89,30,92,62,100,48,Web Development,Web Development,Game Development,Cybersecurity
2501,60,77,77,30,70,7,Web Development,Robotics,Game Development,Web Development
2502,64,23,26,47,15,55,AI,Cybersecurity,Robotics,Game Development
2503,37,38,49,69,48,96,AI,Cybersecurity,Cybersecurity,Cybersecurity
2504,13,80,42,85,16,31,Cybersecurity,Game Development,Robotics,Web Development
2505,53,22,18,9,8,39,Machine Learning,AI,Game Development,Web Development
2506,23,19,82,90,41,93,Robotics,Game Development,Machine Learning,Robotics
2507,15,67,57,54,28,62,Web Development,Cybersecurity,Data Science,Robotics
2508,57,77,40,100,30,29,Robotics,AI,AI,Machine Learning
2509,12,72,17,18,40,58,Machine Learning,Cybersecurity,Game Development,Cybersecurity
2510,61,32,89,83,25,27,Robotics,Data Science,Robotics,Machine Learning
2511,61,68,8,90,46,90,AI,AI,Web Development,Machine Learning
2512,62,81,12,73,11,54,AI,Data Science,Data Science,Web Development
2513,5,28,51,86,8,27,AI,Web Development,Data Science,AI
2514,60,83,32,22,82,68,AI,Game Development,Machine Learning,Web Development
2515,41,43,29,62,58,99,Machine Learning,Robotics,AI,Cybersecurity
2516,74,54,49,58,83,20,Cybersecurity,Robotics,Data Science,Cybersecurity
2517,58,63,6,50,16,57,Web Development,AI,Robotics,Machine Learning
2518,8,67,83,40,33,69,Data Science,Data Science,AI,AI
2519,94,45,88,85,70,50,Machine Learning,AI,Robotics,Cybersecurity
2520,96,58,57,80,71,42,Robotics,Cybersecurity,Robotics,Cybersecurity
2521,55,91,86,57,27,62,Machine Learning,Machine Learning,Machine Learning,Data Science
2522,57,95,58,19,55,65,Robotics,Data Science,Machine Learning,Machine Learning
2523,15,50,98,39,100,33,Robotics,Machine Learning,AI,Robotics
2524,20,34,94,63,19,64,Machine Learning,Machine Learning,Game Development,Cybersecurity
2525,100,9,9,42,90,14,Machine Learning,Web Development,AI,Web Development
2526,66,95,62,49,67,21,Cybersecurity,Robotics,Data Science,Cybersecurity
2527,86,32,50,82,40,22,AI,Cybersecurity,Robotics,Web Development
2528,60,36,9,51,69,13,Web Development,Data Science,AI,Cybersecurity
2529,53,41,41,59,57,54,Machine Learning,Robotics,AI,Web Development
2530,39,72,57,18,66,90,Robotics,AI,Machine Learning,Data Science
2531,90,85,88,94,35,51,AI,Game Development,Web Development,Data Science
2532,81,90,78,16,54,70,Game Development,Robotics,AI,AI
2533,89,69,86,63,40,69,AI,Cybersecurity,Cybersecurity,Game Development
2534,44,72,89,30,59,10,Machine Learning,AI,Machine Learning,Robotics
2535,20,73,6,52,59,93,Game Development,Machine Learning,Machine Learning,Machine Learning
2536,52,76,98,64,44,38,Machine Learning,Game Development,Cybersecurity,Robotics
2537,90,47,85,64,69,75,Machine Learning,Machine Learning,AI,Cybersecurity
2538,25,86,33,10,72,75,Robotics,Game Development,Cybersecurity,Game Development
2539,84,73,73,98,46,46,Cybersecurity,AI,Data Science,Cybersecurity
2540,56,79,6,73,15,13,Web Development,AI,Web Development,Robotics
2541,91,16,36,75,70,65,Web Development,Game Development,AI,Web Development
2542,17,48,10,89,94,63,Game Development,Data Science,Game Development,Cybersecurity
2543,24,52,43,35,12,43,Data Science,Machine Learning,Web Development,Web Development
2544,53,29,13,36,64,69,Web Development,Cybersecurity,Robotics,AI
2545,53,14,31,57,84,62,Data Science,Robotics,Robotics,Data Science
2546,93,78,71,26,20,48,Web Development,Data Science,Machine Learning,Web Development
2547,44,87,70,51,89,41,Web Development,Robotics,Machine Learning,Machine Learning
2548,43,82,56,92,73,84,AI,Cybersecurity,Web Development,Game Development
2549,45,100,79,52,57,34,Game Development,Machine Learning,AI,Cybersecurity
2550,35,50,39,79,82,46,AI,Machine Learning,Cybersecurity,AI
2551,55,37,82,87,41,94,Game Development,Data Science,Machine Learning,Game Development
2552,30,51,32,93,14,27,Cybersecurity,Cybersecurity,Machine Learning,Game Development
2553,49,88,51,22,31,36,Data Science,Data Science,Game Development,AI
2554,67,33,33,33,73,94,Machine Learning,Cybersecurity,Data Science,Data Science
2555,26,81,13,11,22,63,Web Development,Web Development,Game Development,Cybersecurity
2556,90,86,79,28,61,44,Data Science,AI,Web Development,Machine Learning
2557,5,20,63,80,15,6,Web Development,Cybersecurity,Machine Learning,Web Development
2558,63,79,38,20,95,23,Data Science,Data Science,Web Development,Web Development
2559,46,64,37,36,31,36,Cybersecurity,Game Development,AI,AI
2560,79,47,90,7,46,68,Machine Learning,Web Development,Machine Learning,Data Science
2561,61,23,13,68,38,89,Game Development,Data Science,Cybersecurity,Robotics
2562,37,36,76,97,68,56,Game Development,AI,Machine Learning,Machine Learning
2563,71,65,91,74,99,72,Robotics,Machine Learning,Robotics,Robotics
2564,37,45,66,86,92,18,Cybersecurity,Web Development,Cybersecurity,Game Development
2565,7,97,99,63,61,74,Cybersecurity,Cybersecurity,Cybersecurity,Data Science
2566,92,40,35,14,30,86,Web Development,Web Development,AI,AI
2567,66,7,56,38,13,14,Cybersecurity,Cybersecurity,Web Development,Data Science
2568,7,55,96,62,21,75,Robotics,Web Development,Robotics,AI
2569,9,85,42,10,69,12,Machine Learning,Machine Learning,Data Science,AI
2570,58,59,5,51,33,23,Cybersecurity,Robotics,Data Science,Cybersecurity
2571,59,32,59,65,62,71,Robotics,Cybersecurity,Game Development,Web Development
2572,29,75,23,26,98,37,Robotics,Web Development,Robotics,Cybersecurity
2573,47,99,15,29,41,41,Machine Learning,Cybersecurity,Machine Learning,AI
2574,43,50,48,15,67,60,Machine Learning,AI,AI,Cybersecurity
2575,23,85,36,69,68,27,Robotics,AI,Robotics,Web Development
2576,81,74,24,35,98,36,Robotics,Cybersecurity,Data Science,Web Development
2577,93,44,70,39,71,59,Web Development,Machine Learning,Cybersecurity,Cybersecurity
2578,62,88,94,31,10,95,Game Development,Machine Learning,Web Development,AI
2579,55,72,91,8,45,62,Robotics,Web Development,AI,Game Development
2580,28,86,89,41,64,60,Machine Learning,Game Development,AI,AI
2581,75,54,5,48,11,88,Data Science,Cybersecurity,Game Development,AI
2582,37,79,26,9,85,29,Robotics,Machine Learning,Web Development,Data Science
2583,89,40,65,85,50,87,Robotics,Web Development,Data Science,Machine Learning
2584,49,72,9,38,75,15,Cybersecurity,Machine Learning,Game Development,Machine Learning
2585,96,87,22,29,73,18,Cybersecurity,Game Development,Data Science,Game Development
2586,94,100,35,5,78,89,Cybersecurity,Game Development,Machine Learning,Robotics
2587,13,56,50,24,35,32,AI,Cybersecurity,Data Science,Web Development
2588,16,6,80,33,66,53,Data Science,Game Development,Robotics,AI
2589,30,11,28,68,45,98,Machine Learning,Data Science,Game Development,Web Development
2590,14,16,62,50,71,14,Game Development,Cybersecurity,Game Development,Game Development
2591,57,86,16,15,89,36,Robotics,Game Development,Data Science,AI
2592,32,55,83,98,9,53,Data Science,Data Science,Web Development,AI
2593,28,100,42,69,11,37,Web Development,Robotics,Web Development,Robotics
2594,23,26,40,6,42,96,Cybersecurity,AI,Cybersecurity,Data Science
2595,44,97,50,89,40,51,Web Development,Data Science,Data Science,Cybersecurity
2596,41,47,86,15,37,90,Web Development,Game Development,Web Development,Game Development
2597,56,29,86,22,66,7,Web Development,AI,Robotics,Game Development
2598,57,25,58,73,65,6,Web Development,Cybersecurity,Web Development,Machine Learning
2599,71,70,94,75,5,96,Web Development,Machine Learning,Robotics,Game Development
2600,20,76,88,29,62,66,AI,Cybersecurity,Game Development,Cybersecurity
2601,53,92,46,58,26,30,Web Development,Web Development,Web Development,Machine Learning
2602,85,84,16,53,67,79,Machine Learning,Data Science,Game Development,Data Science
2603,16,8,43,98,79,79,Cybersecurity,Game Development,Machine Learning,Cybersecurity
2604,91,24,82,40,61,57,Machine Learning,Cybersecurity,Machine Learning,Web Development
2605,75,8,37,68,22,69,Machine Learning,Web Development,Data Science,Data Science
2606,59,72,94,52,67,66,Web Development,AI,Game Development,Web Development
2607,48,87,12,62,27,80,Data Science,Machine Learning,AI,Robotics
2608,81,64,21,18,79,65,Cybersecurity,Machine Learning,Machine Learning,Web Development
2609,18,37,79,44,36,31,Robotics,Robotics,Cybersecurity,Web Development
2610,7,77,49,14,36,70,Cybersecurity,Machine Learning,AI,Data Science
2611,36,70,22,71,98,49,Web Development,AI,Robotics,Data Science
2612,59,20,89,32,36,28,Data Science,Cybersecurity,AI,Cybersecurity
2613,55,66,34,21,59,58,Robotics,Game Development,Robotics,Robotics
2614,91,66,12,87,16,55,Web Development,AI,Robotics,Web Development
2615,44,12,11,65,19,86,Machine Learning,Robotics,Data Science,Game Development
2616,33,39,54,9,69,51,AI,AI,Machine Learning,Machine Learning
2617,38,9,88,8,55,26,Machine Learning,Game Development,Data Science,Machine Learning
2618,45,90,58,13,57,58,Web Development,Machine Learning,Game Development,Machine Learning
2619,16,51,46,96,31,99,Robotics,Robotics,AI,Cybersecurity
2620,69,23,99,85,20,7,Robotics,Machine Learning,Cybersecurity,Robotics
2621,46,36,39,57,17,80,Web Development,AI,AI,Data Science
2622,61,27,13,8,44,38,Machine Learning,Game Development,Machine Learning,Web Development
2623,20,19,70,49,23,19,Robotics,Machine Learning,Machine Learning,Robotics
2624,47,33,51,84,18,48,AI,AI,Game Development,Game Development
2625,31,8,95,39,68,61,Cybersecurity,Web Development,AI,Cybersecurity
2626,76,30,13,98,28,44,Cybersecurity,AI,Cybersecurity,Data Science
2627,37,18,17,76,95,63,Cybersecurity,AI,Game Development,Machine Learning
2628,6,42,78,62,20,63,Web Development,Web Development,Game Development,Machine Learning
2629,5,86,94,59,58,80,Web Development,Web Development,Web Development,Data Science
2630,88,47,77,32,98,93,Cybersecurity,AI,Game Development,Web Development
2631,40,71,13,51,34,95,Game Development,Data Science,Web Development,AI
2632,26,9,84,37,74,70,AI,Cybersecurity,Machine Learning,AI
2633,81,14,75,36,5,24,Machine Learning,Robotics,Cybersecurity,Data Science
2634,37,76,94,92,37,16,Machine Learning,AI,Data Science,Data Science
2635,35,64,26,84,83,85,Game Development,AI,Game Development,AI
2636,64,70,27,42,49,8,Game Development,Game Development,Game Development,Data Science
2637,80,11,18,10,46,64,Robotics,Data Science,Cybersecurity,Data Science
2638,12,79,24,90,37,25,AI,Cybersecurity,Cybersecurity,Web Development
2639,15,89,65,81,79,15,Cybersecurity,Cybersecurity,Game Development,Data Science
2640,81,74,42,90,6,40,Game Development,Web Development,Machine Learning,Cybersecurity
2641,100,48,49,5,17,30,Robotics,Web Development,Game Development,Cybersecurity
2642,28,62,12,19,88,65,AI,Robotics,Robotics,Robotics
2643,76,11,22,23,27,47,Cybersecurity,Game Development,AI,Web Development
2644,48,39,100,47,89,32,Game Development,Cybersecurity,Web Development,Web Development
2645,61,93,45,14,33,16,AI,Machine Learning,Robotics,Machine Learning
2646,58,20,74,50,38,98,Machine Learning,Machine Learning,Robotics,Web Development
2647,89,65,57,90,76,19,Cybersecurity,AI,Robotics,Machine Learning
2648,95,85,41,23,99,75,Web Development,AI,Game Development,AI
2649,36,32,91,42,20,71,Machine Learning,Robotics,Web Development,Data Science
2650,23,6,99,52,6,22,Machine Learning,Robotics,Machine Learning,AI
2651,7,59,59,85,44,75,Web Development,Cybersecurity,Game Development,Data Science
2652,78,100,94,70,38,63,Machine Learning,Cybersecurity,Data Science,Game Development
2653,23,82,79,21,29,50,Machine Learning,Web Development,Robotics,Web Development
2654,46,26,46,89,22,7,Machine Learning,AI,Machine Learning,Cybersecurity
2655,37,100,20,7,33,68,AI,Cybersecurity,Cybersecurity,AI
2656,89,49,76,8,70,16,AI,AI,Robotics,Machine Learning
2657,70,100,28,66,13,34,Cybersecurity,Robotics,AI,Cybersecurity
2658,60,45,91,76,68,82,Data Science,Data Science,Machine Learning,Game Development
2659,49,7,86,99,74,52,Machine Learning,Game Development,Machine Learning,Data Science
2660,20,30,86,95,62,30,Robotics,Data Science,Game Development,Game Development
2661,69,81,68,16,12,23,Machine Learning,Game Development,Machine Learning,Web Development
2662,61,26,79,23,99,99,Game Development,Data Science,Robotics,Web Development
2663,57,37,49,92,41,37,Cybersecurity,AI,Cybersecurity,Game Development
2664,97,52,25,55,49,42,Game Development,AI,Game Development,Web Development
2665,15,25,17,52,61,59,Game Development,AI,Robotics,AI
2666,43,59,25,37,91,76,Web Development,AI,Web Development,Robotics
2667,25,65,14,26,91,13,Data Science,Machine Learning,AI,Data Science
2668,20,100,19,11,72,80,Robotics,Data Science,AI,Data Science
2669,12,49,5,62,71,51,AI,Data Science,AI,Cybersecurity
2670,16,26,91,10,66,31,Cybersecurity,AI,Game Development,AI
2671,48,46,49,14,37,65,Cybersecurity,AI,Game Development,Data Science
2672,17,65,10,33,12,12,Robotics,Cybersecurity,Data Science,AI
2673,32,41,40,43,7,52,Data Science,Data Science,Robotics,Game Development
2674,35,72,58,26,75,85,Cybersecurity,Cybersecurity,Data Science,AI
2675,20,66,75,94,36,49,Game Development,AI,Game Development,Machine Learning
2676,20,55,91,94,44,18,Data Science,Cybersecurity,Game Development,Game Development
2677,95,9,96,98,12,81,AI,Web Development,AI,Data Science
